subdir,sat_results,unsat_results,error_results,timeout_results
fae08ac5b6d7eeb4f56f1cfac6c51703-j3045_4_mdd_bm1,[],"[('fae08ac5b6d7eeb4f56f1cfac6c51703-j3045_4_mdd_bm1_8.cnf', 0), ('fae08ac5b6d7eeb4f56f1cfac6c51703-j3045_4_mdd_bm1_9.cnf', 0), ('fae08ac5b6d7eeb4f56f1cfac6c51703-j3045_4_mdd_bm1_2.cnf', 0), ('fae08ac5b6d7eeb4f56f1cfac6c51703-j3045_4_mdd_bm1_3.cnf', 0), ('fae08ac5b6d7eeb4f56f1cfac6c51703-j3045_4_mdd_bm1_7.cnf', 0), ('fae08ac5b6d7eeb4f56f1cfac6c51703-j3045_4_mdd_bm1_5.cnf', 0), ('fae08ac5b6d7eeb4f56f1cfac6c51703-j3045_4_mdd_bm1_13.cnf', 0), ('fae08ac5b6d7eeb4f56f1cfac6c51703-j3045_4_mdd_bm1_11.cnf', 0), ('fae08ac5b6d7eeb4f56f1cfac6c51703-j3045_4_mdd_bm1_10.cnf', 0), ('fae08ac5b6d7eeb4f56f1cfac6c51703-j3045_4_mdd_bm1_1.cnf', 0), ('fae08ac5b6d7eeb4f56f1cfac6c51703-j3045_4_mdd_bm1_12.cnf', 0), ('fae08ac5b6d7eeb4f56f1cfac6c51703-j3045_4_mdd_bm1_6.cnf', 0)]",[],"[('fae08ac5b6d7eeb4f56f1cfac6c51703-j3045_4_mdd_bm1_4.cnf', None)]"
